user_id,task_id,query_id,camera_green,total_entries_left,total_entries_right,response_left,response_right,max_idx_left,max_idx_right,query_length_left,query_length_right
worker_61e55ed0,102,893,1091,1091,0,556,0,826,-1,826,-1
worker_61e55ed0,102,894,350,350,0,313,0,756,-1,785,-1
worker_61e55ed0,130,883,1040,1040,0,686,0,552,-1,552,-1
worker_61e55ed0,130,884,1015,1015,0,649,0,724,-1,723,-1
worker_61e55ed0,130,885,546,546,0,532,0,1140,-1,1139,-1
worker_61e55ed0,151,1172,5037,2507,2530,1576,411,1346,1590,1346,1594
worker_61e55ed0,151,1176,3412,1715,1697,932,372,999,586,999,586
worker_61e55ed0,151,1177,2713,1363,1350,709,468,1084,995,1084,995
worker_61e55ed0,113,919,3260,1601,1659,825,398,916,663,916,663
worker_61e55ed0,113,921,4566,2295,2271,1366,513,1714,713,1714,713
worker_61e55ed0,113,922,3966,1995,1971,1103,694,2249,1980,2249,1993
worker_61e55ed0,84,394,0,1290,0,842,0,1203,-1,1203,-1
worker_61e55ed0,84,397,0,1208,0,734,0,1528,-1,1528,-1
worker_61e55ed0,84,399,0,799,0,562,0,2274,-1,2278,-1
worker_61e55ed0,161,1220,3262,1599,1663,753,349,596,609,596,609
worker_61e55ed0,161,1221,5345,2299,3046,923,111,1295,1576,1295,1591
worker_61e55ed0,161,1222,1975,1386,589,394,400,1312,1277,1312,1317
worker_61e55ed0,76,407,0,1419,0,531,0,647,-1,647,-1
worker_61e55ed0,76,408,0,1295,0,251,0,1271,-1,1271,-1
worker_61e55ed0,76,409,0,1285,0,475,0,1055,-1,1055,-1
worker_61e55ed0,64,238,0,1271,0,659,0,1086,-1,1087,-1
worker_61e55ed0,64,241,0,1433,0,720,0,998,-1,998,-1
worker_61e55ed0,64,242,0,897,0,563,0,1657,-1,1657,-1
worker_61e55ed0,145,907,4173,2269,1952,1513,463,1059,1317,1059,1362
worker_61e55ed0,145,908,4457,2206,2253,1181,725,892,1279,892,1325
worker_61e55ed0,145,909,1775,915,860,516,134,904,329,904,384
worker_61e55ed0,200,1292,1222,1222,0,1089,0,1426,-1,1426,-1
worker_61e55ed0,200,1293,1132,1132,0,776,0,1004,-1,1004,-1
worker_61e55ed0,200,1294,827,827,0,642,0,1660,-1,1660,-1
worker_61e55ed0,121,889,4867,2401,2480,971,848,1594,1307,1594,1307
worker_61e55ed0,121,890,3464,1730,1734,837,410,2153,1542,2153,1542
worker_61e55ed0,121,891,1965,1007,958,576,322,1940,1594,1940,1644
worker_61e55ed0,90,441,0,1671,0,1035,0,1596,-1,1596,-1
worker_61e55ed0,90,442,0,1889,0,701,0,999,-1,1017,-1
worker_61e55ed0,90,445,0,653,0,306,0,840,-1,1110,-1
worker_61e55ed0,74,427,0,625,0,289,0,443,-1,443,-1
worker_61e55ed0,74,429,0,857,0,317,0,1183,-1,1183,-1
worker_61e55ed0,74,431,0,565,0,177,0,566,-1,566,-1
worker_61e55ed0,70,448,0,1710,0,1156,0,1152,-1,1152,-1
worker_61e55ed0,70,449,0,1401,0,864,0,1088,-1,1121,-1
worker_61e55ed0,70,450,0,687,0,440,0,1355,-1,1394,-1
worker_61e55ed0,120,904,1922,1922,0,1568,0,1513,-1,1518,-1
worker_61e55ed0,120,905,1795,1795,0,1066,0,1729,-1,1729,-1
worker_61e55ed0,120,906,1091,1091,0,837,0,2435,-1,2435,-1
worker_61e55ed0,81,389,0,1579,1478,780,292,2371,1811,2371,1826
worker_61e55ed0,81,390,0,1699,1858,1043,170,1490,1328,1490,1346
worker_61e55ed0,81,391,0,923,765,661,101,1381,1311,1381,1327
worker_61e55ed0,199,1295,3788,2393,1395,1139,690,1817,1735,1817,1754
worker_61e55ed0,199,1296,4995,2162,2833,934,433,1232,1422,1232,1422
worker_61e55ed0,199,1297,1764,1219,545,603,500,1420,1437,1439,1447
worker_61e55ed0,182,1258,1357,1357,0,811,0,610,-1,610,-1
worker_61e55ed0,182,1262,1823,1823,0,1322,0,1547,-1,1547,-1
worker_61e55ed0,182,1264,806,806,0,629,0,1574,-1,1574,-1
worker_61e55ed0,79,250,0,1287,1315,435,338,1032,924,1032,924
worker_61e55ed0,79,256,0,1655,2197,653,443,1485,1581,1485,1581
worker_61e55ed0,79,258,0,1030,466,405,315,1883,1946,1923,1954
worker_61e55ed0,173,1217,5142,2569,2573,1333,679,1282,1978,1282,1978
worker_61e55ed0,173,1218,5017,2496,2521,1059,965,1514,2322,1514,2322
worker_61e55ed0,173,1219,3240,1633,1607,662,514,1582,2253,1582,2253
worker_61e55ed0,63,410,0,536,1449,250,173,165,280,165,280
worker_61e55ed0,63,411,0,1647,1163,298,247,1307,1268,1307,1268
worker_61e55ed0,63,412,0,265,174,33,6,272,169,272,169
worker_61e55ed0,155,1198,5401,2705,2696,1484,683,1406,1664,1406,1664
worker_61e55ed0,155,1200,4328,2189,2139,1245,477,1614,1932,1614,1939
worker_61e55ed0,155,1201,2121,1099,1022,620,334,1086,737,1086,737
worker_61e55ed0,201,1304,2198,1100,1098,512,137,1187,397,1187,397
worker_61e55ed0,201,1305,3991,1981,2010,668,436,1345,966,1345,966
worker_61e55ed0,201,1306,2586,1314,1272,728,413,1813,1728,1813,1734
worker_61e55ed0,122,880,1084,1084,0,566,0,483,-1,483,-1
worker_61e55ed0,122,881,1194,1194,0,530,0,764,-1,764,-1
worker_61e55ed0,122,882,712,712,0,500,0,774,-1,774,-1
worker_61e55ed0,185,1202,4698,2333,2365,488,1359,1024,1529,1024,1529
worker_61e55ed0,185,1203,3601,1787,1814,408,877,477,1152,477,1152
worker_61e55ed0,185,1204,2390,1207,1183,442,507,886,960,886,960
worker_61e55ed0,85,420,0,1065,813,643,65,983,529,983,545
worker_61e55ed0,85,421,0,603,731,268,39,184,103,184,103
worker_61e55ed0,85,422,0,626,389,224,183,1620,1367,1839,1412
worker_61e55ed0,88,385,0,746,0,364,0,1231,-1,1231,-1
worker_61e55ed0,88,386,0,1258,0,290,0,1514,-1,1538,-1
worker_61e55ed0,88,387,0,1211,0,386,0,1332,-1,1333,-1
worker_61e55ed0,88,388,0,386,0,170,0,1498,-1,1565,-1
worker_61e55ed0,180,1211,1070,1070,0,942,0,553,-1,553,-1
worker_61e55ed0,180,1212,1494,1494,0,1134,0,1068,-1,1068,-1
worker_61e55ed0,180,1213,537,537,0,339,0,1046,-1,1046,-1
worker_61e55ed0,186,1289,1893,1893,0,1104,0,2421,-1,2421,-1
worker_61e55ed0,186,1290,1894,1894,0,1142,0,2694,-1,2734,-1
worker_61e55ed0,186,1291,591,591,0,501,0,1005,-1,1005,-1
worker_61e55ed0,166,1310,2152,2152,0,1753,0,2390,-1,2390,-1
worker_61e55ed0,166,1311,1162,1162,0,581,0,566,-1,569,-1
worker_61e55ed0,166,1312,1256,1284,0,1162,0,2070,-1,2070,-1
worker_61e55ed0,67,467,0,1093,1071,557,75,897,684,897,690
worker_61e55ed0,67,468,0,771,722,425,75,1151,802,1151,829
worker_61e55ed0,67,470,0,308,141,160,91,905,906,1558,927
worker_8244f2be,205,1146,4783,2765,2018,889,1064,1132,1880,1132,1880
worker_8244f2be,205,1153,5969,2973,2996,969,1185,1324,1594,1324,1594
worker_8244f2be,205,1156,4496,2260,2236,778,990,1338,1860,1338,1860
worker_8244f2be,172,1163,1967,1967,0,1346,0,1227,-1,1227,-1
worker_8244f2be,172,1164,2875,2875,0,1488,0,1755,-1,1755,-1
worker_8244f2be,172,1167,1304,1304,0,819,0,1521,-1,1521,-1
worker_c4d75c55,182,1643,1092,1117,0,600,0,678,-1,2116,-1
worker_c4d75c55,182,1644,422,470,0,63,0,595,-1,1916,-1
worker_c4d75c55,182,1645,831,942,0,43,0,459,-1,1260,-1
worker_c4d75c55,154,1649,180,330,0,93,0,292,-1,1368,-1
worker_c4d75c55,154,1650,185,434,0,139,0,37,-1,37,-1
worker_c4d75c55,154,1651,1030,1337,0,27,0,202,-1,685,-1
worker_c4d75c55,180,1640,254,254,0,110,0,54,-1,54,-1
worker_c4d75c55,180,1641,859,859,0,128,0,406,-1,406,-1
worker_c4d75c55,180,1642,1341,1372,0,20,0,91,-1,91,-1
worker_b3994647,157,1039,2478,1287,1191,366,337,1106,804,1106,807
worker_b3994647,157,1042,3623,1599,2024,708,307,1352,1485,1352,2007
worker_b3994647,157,1043,1800,1115,685,618,192,1661,1375,2089,2044
worker_b3994647,162,1073,725,725,0,457,0,1107,-1,1107,-1
worker_b3994647,162,1074,1089,1089,0,516,0,1518,-1,1518,-1
worker_b3994647,162,1076,587,587,0,438,0,1306,-1,1350,-1
worker_b3994647,199,1196,1770,830,940,264,130,181,304,181,304
worker_b3994647,199,1197,2358,1217,1141,268,400,271,1263,271,1263
worker_b3994647,199,1199,1039,554,485,187,153,307,605,307,655
worker_b3994647,164,1020,501,501,0,159,0,213,-1,213,-1
worker_b3994647,164,1021,1097,1097,0,286,0,168,-1,168,-1
worker_b3994647,164,1024,786,786,0,305,0,277,-1,277,-1
worker_b3994647,164,1026,581,581,0,345,0,589,-1,589,-1
worker_53d17ca4,138,533,141,141,0,91,0,1987,-1,1987,-1
worker_53d17ca4,138,534,190,190,0,83,0,1777,-1,2852,-1
worker_53d17ca4,138,535,118,118,0,26,0,198,-1,2733,-1
worker_9df7e548,82,392,0,2054,0,944,0,1729,-1,1729,-1
worker_9df7e548,82,393,0,463,0,207,0,160,-1,760,-1
worker_9df7e548,82,395,0,583,0,259,0,1536,-1,1536,-1
worker_9df7e548,82,396,0,845,0,494,0,1271,-1,1271,-1
worker_9df7e548,82,398,0,379,0,212,0,966,-1,966,-1
worker_b734ff9a,192,1508,128,128,0,50,0,1971,-1,2174,-1
worker_b734ff9a,192,1510,174,174,0,30,0,2384,-1,2494,-1
worker_b734ff9a,192,1512,243,251,0,6,0,55,-1,2551,-1
worker_b734ff9a,161,1501,1343,634,709,164,73,1962,2487,2126,2487
worker_b734ff9a,161,1502,1265,633,632,255,82,1973,2302,2011,2302
worker_b734ff9a,161,1503,441,271,254,58,30,2028,2558,2128,2634
worker_b734ff9a,182,1391,5861,7080,0,4803,0,1452,-1,1519,-1
worker_b734ff9a,182,1403,2828,4097,0,1787,0,1437,-1,1437,-1
worker_b734ff9a,182,1411,418,418,0,67,0,1854,-1,2019,-1
worker_b734ff9a,207,1507,158,158,0,53,0,1663,-1,1663,-1
worker_b734ff9a,207,1509,338,338,0,103,0,2214,-1,2214,-1
worker_b734ff9a,207,1511,441,663,0,11,0,643,-1,2435,-1
worker_b734ff9a,180,1496,261,261,0,141,0,1826,-1,1826,-1
worker_b734ff9a,180,1497,384,384,0,197,0,1397,-1,1809,-1
worker_b734ff9a,180,1498,251,251,0,21,0,732,-1,2248,-1
worker_b734ff9a,317,1894,184,200,2,23,1,1362,147,1339,1348
worker_b734ff9a,317,1899,1068,160,1067,66,68,1362,1746,1362,1784
worker_b734ff9a,317,1900,2074,1566,843,509,105,1362,2111,2044,2198
worker_b734ff9a,317,1901,4213,2134,2079,987,311,1842,1949,1842,2002
worker_baa3f9fa,128,590,529,529,0,377,0,464,-1,1322,-1
worker_baa3f9fa,128,591,670,670,0,376,0,1424,-1,2117,-1
worker_baa3f9fa,128,592,786,786,0,449,0,1403,-1,1686,-1
worker_baa3f9fa,128,594,215,215,0,202,0,1314,-1,1352,-1
worker_baa3f9fa,108,841,587,587,0,469,0,950,-1,2286,-1
worker_baa3f9fa,108,842,528,528,0,163,0,2163,-1,2163,-1
worker_baa3f9fa,108,843,751,751,0,475,0,1448,-1,1448,-1
worker_baa3f9fa,108,844,332,332,0,263,0,1467,-1,2034,-1
worker_baa3f9fa,203,1044,1084,530,554,168,186,372,449,372,449
worker_baa3f9fa,203,1046,485,235,250,85,39,67,161,67,161
worker_baa3f9fa,203,1047,1255,639,616,329,114,316,217,627,277
worker_baa3f9fa,203,1048,876,434,442,173,103,703,1085,879,1134
worker_baa3f9fa,203,1050,689,350,339,230,42,413,305,413,347
worker_baa3f9fa,100,743,637,637,0,317,0,295,-1,548,-1
worker_baa3f9fa,100,744,901,901,0,345,0,1304,-1,1304,-1
worker_baa3f9fa,100,745,893,893,0,566,0,1648,-1,1674,-1
worker_baa3f9fa,100,746,870,870,0,332,0,1077,-1,1465,-1
worker_baa3f9fa,181,1257,509,269,240,47,39,294,123,294,123
worker_baa3f9fa,181,1259,1057,657,400,216,102,457,319,375,319
worker_baa3f9fa,181,1260,648,373,275,97,35,640,114,675,150
worker_baa3f9fa,181,1261,690,148,542,28,206,228,207,885,207
worker_baa3f9fa,181,1263,243,127,116,22,13,642,333,883,392
worker_baa3f9fa,110,688,633,633,0,314,0,469,-1,469,-1
worker_baa3f9fa,110,690,752,752,0,210,0,594,-1,594,-1
worker_baa3f9fa,110,691,685,685,0,409,0,695,-1,791,-1
worker_baa3f9fa,110,692,617,617,0,288,0,670,-1,721,-1
worker_baa3f9fa,110,693,521,521,0,391,0,910,-1,935,-1
worker_baa3f9fa,190,1143,133,133,0,33,0,151,-1,151,-1
worker_baa3f9fa,190,1145,290,290,0,138,0,213,-1,213,-1
worker_baa3f9fa,190,1147,267,267,0,104,0,379,-1,379,-1
worker_baa3f9fa,190,1149,441,441,0,294,0,310,-1,310,-1
worker_baa3f9fa,190,1151,263,263,0,83,0,471,-1,471,-1
worker_baa3f9fa,179,1038,2232,1118,1114,384,405,556,916,978,916
worker_baa3f9fa,179,1040,1658,818,840,281,188,359,858,1001,1088
worker_baa3f9fa,179,1041,897,456,441,152,157,1408,1560,1437,1609
worker_baa3f9fa,196,953,1790,1790,0,726,0,161,-1,161,-1
worker_baa3f9fa,204,994,756,756,0,519,0,490,-1,490,-1
worker_baa3f9fa,204,995,581,581,0,252,0,536,-1,536,-1
worker_baa3f9fa,204,996,580,580,0,233,0,923,-1,923,-1
worker_baa3f9fa,204,997,482,482,0,154,0,838,-1,838,-1
worker_baa3f9fa,174,1271,586,586,0,323,0,1175,-1,1177,-1
worker_baa3f9fa,174,1272,396,396,0,153,0,331,-1,494,-1
worker_baa3f9fa,174,1273,351,351,0,112,0,454,-1,454,-1
worker_baa3f9fa,174,1274,356,356,0,92,0,209,-1,209,-1
worker_baa3f9fa,174,1275,271,271,0,58,0,122,-1,122,-1
worker_baa3f9fa,174,1276,309,309,0,116,0,517,-1,517,-1
worker_baa3f9fa,174,1277,204,204,0,78,0,442,-1,442,-1
worker_baa3f9fa,150,789,336,336,0,171,0,178,-1,178,-1
worker_baa3f9fa,150,790,371,371,0,120,0,44,-1,44,-1
worker_baa3f9fa,150,791,562,562,0,292,0,899,-1,899,-1
worker_baa3f9fa,150,792,563,563,0,208,0,346,-1,346,-1
worker_baa3f9fa,150,793,472,472,0,281,0,351,-1,413,-1
worker_baa3f9fa,150,794,605,605,0,388,0,2261,-1,2261,-1
worker_baa3f9fa,191,1226,816,357,459,117,80,561,214,561,214
worker_baa3f9fa,191,1227,937,474,463,240,61,467,181,467,181
worker_baa3f9fa,191,1228,612,176,436,156,140,357,250,648,269
worker_baa3f9fa,191,1229,2228,1291,937,553,133,847,178,847,178
worker_baa3f9fa,111,837,2448,1222,1226,405,442,312,212,312,212
worker_baa3f9fa,111,838,1658,830,828,165,241,240,384,240,384
worker_baa3f9fa,111,839,506,250,256,48,84,168,149,168,149
worker_baa3f9fa,111,840,336,163,173,30,104,144,230,144,230
worker_baa3f9fa,171,957,1672,845,827,152,187,393,454,393,454
worker_baa3f9fa,171,958,1944,969,975,150,415,390,381,922,1419
worker_baa3f9fa,171,959,604,320,284,63,108,450,1538,953,1812
worker_baa3f9fa,171,960,272,116,156,35,80,343,456,508,907
worker_baa3f9fa,171,961,270,129,141,38,40,2153,601,2153,628
worker_baa3f9fa,197,1099,1036,510,526,114,104,288,259,487,259
worker_baa3f9fa,197,1100,917,463,454,104,105,800,917,1273,1749
worker_baa3f9fa,197,1102,1456,735,721,225,160,1108,552,1108,805
worker_baa3f9fa,197,1104,189,89,100,48,12,903,397,1322,409
worker_baa3f9fa,141,713,1042,479,563,94,239,602,772,991,983
worker_baa3f9fa,141,714,1052,546,506,172,71,378,141,700,201
worker_baa3f9fa,141,715,1419,715,704,189,267,1140,721,1138,721
worker_baa3f9fa,141,716,845,417,428,142,124,1708,701,1708,735
worker_baa3f9fa,209,1034,1290,657,633,208,155,251,207,251,245
worker_baa3f9fa,209,1035,1638,762,876,275,293,766,460,766,742
worker_baa3f9fa,209,1036,1011,486,563,151,89,2037,379,2037,624
worker_baa3f9fa,209,1037,955,492,463,303,152,1360,767,1404,958
worker_baa3f9fa,92,610,323,323,0,227,0,90,-1,90,-1
worker_baa3f9fa,92,612,385,385,0,155,0,60,-1,60,-1
worker_baa3f9fa,92,613,650,650,0,432,0,1056,-1,1056,-1
worker_baa3f9fa,92,614,469,469,0,174,0,307,-1,328,-1
worker_baa3f9fa,92,615,982,982,0,404,0,379,-1,387,-1
worker_baa3f9fa,192,966,533,533,0,258,0,303,-1,303,-1
worker_baa3f9fa,192,967,632,632,0,328,0,220,-1,220,-1
worker_baa3f9fa,192,968,489,489,0,277,0,430,-1,430,-1
worker_baa3f9fa,192,969,569,569,0,312,0,356,-1,356,-1
worker_baa3f9fa,192,970,368,368,0,192,0,747,-1,747,-1
worker_baa3f9fa,93,728,756,381,375,56,89,254,348,254,361
worker_baa3f9fa,93,729,923,589,334,91,92,129,316,129,316
worker_baa3f9fa,93,730,661,205,456,30,207,91,345,91,345
worker_baa3f9fa,93,732,1115,566,549,136,197,191,482,191,559
worker_baa3f9fa,93,733,1118,547,571,152,365,210,457,210,507
worker_baa3f9fa,123,509,766,529,237,104,25,1515,474,1692,1781
worker_baa3f9fa,123,510,6353,69,6296,31,1159,135,2438,1769,2438
worker_baa3f9fa,123,511,316,169,147,27,75,267,1157,129,2315
worker_baa3f9fa,123,512,436,301,135,56,37,1362,453,1670,2321
worker_baa3f9fa,123,513,6105,6000,117,1384,64,1583,1233,1416,2247
worker_baa3f9fa,123,514,270,102,168,6,70,65,1701,1227,2064
worker_baa3f9fa,123,515,63,31,32,21,11,158,367,1278,1821
worker_baa3f9fa,127,605,1823,894,929,175,377,1728,2451,2369,2469
worker_baa3f9fa,127,606,2140,1081,1059,207,400,2496,1378,2496,2428
worker_baa3f9fa,127,607,1202,589,613,123,335,1542,2350,2193,2370
worker_baa3f9fa,136,762,697,697,0,439,0,1710,-1,2430,-1
worker_baa3f9fa,136,763,1118,1118,0,759,0,939,-1,2347,-1
worker_baa3f9fa,136,765,878,878,0,440,0,2486,-1,2731,-1
worker_baa3f9fa,142,822,646,646,0,478,0,785,-1,1904,-1
worker_baa3f9fa,142,823,883,883,0,637,0,2376,-1,2376,-1
worker_baa3f9fa,142,824,769,769,0,466,0,2500,-1,2500,-1
worker_baa3f9fa,142,825,203,203,0,129,0,2637,-1,2637,-1
worker_baa3f9fa,157,1129,853,422,431,77,98,449,122,449,122
worker_baa3f9fa,157,1131,1134,569,565,256,55,324,124,606,124
worker_baa3f9fa,157,1133,670,348,322,90,97,493,176,723,274
worker_baa3f9fa,157,1134,613,298,315,74,103,638,341,664,341
worker_baa3f9fa,157,1135,331,164,167,13,47,422,63,889,64
worker_baa3f9fa,102,756,836,836,0,569,0,1955,-1,2414,-1
worker_baa3f9fa,102,757,1223,1223,0,811,0,1505,-1,2085,-1
worker_baa3f9fa,102,758,924,924,0,533,0,1547,-1,2291,-1
worker_baa3f9fa,102,759,516,516,0,447,0,2028,-1,2269,-1
worker_baa3f9fa,130,518,1082,1085,0,833,0,828,-1,1632,-1
worker_baa3f9fa,130,519,978,978,0,462,0,516,-1,1116,-1
worker_baa3f9fa,130,520,401,401,0,157,0,896,-1,1236,-1
worker_baa3f9fa,138,523,750,750,0,500,0,623,-1,1164,-1
worker_baa3f9fa,138,524,1847,1847,0,1091,0,783,-1,967,-1
worker_baa3f9fa,117,848,729,383,346,129,68,129,138,129,138
worker_baa3f9fa,117,849,916,455,461,136,202,133,136,110,136
worker_baa3f9fa,117,850,1212,602,610,213,201,133,145,133,145
worker_baa3f9fa,117,851,748,371,377,91,75,172,120,172,120
worker_baa3f9fa,117,852,958,477,481,202,201,132,281,132,281
worker_baa3f9fa,148,776,907,907,0,434,0,1230,-1,1578,-1
worker_baa3f9fa,148,777,1083,1083,0,556,0,1826,-1,2151,-1
worker_baa3f9fa,148,778,881,881,0,395,0,882,-1,2143,-1
worker_baa3f9fa,94,577,791,791,0,496,0,920,-1,920,-1
worker_baa3f9fa,94,578,1024,1024,0,360,0,733,-1,833,-1
worker_baa3f9fa,94,579,1085,1085,0,266,0,1143,-1,1180,-1
worker_baa3f9fa,97,782,1894,942,952,241,306,1507,650,2320,1287
worker_baa3f9fa,97,783,2136,1075,1061,445,244,2503,965,2565,1860
worker_baa3f9fa,97,785,1565,795,770,291,210,2221,1335,2584,1726
worker_baa3f9fa,97,787,601,289,312,50,123,2584,2058,2584,2058
worker_baa3f9fa,151,1075,1635,834,801,487,124,333,410,333,415
worker_baa3f9fa,151,1077,1176,568,608,212,166,416,448,416,450
worker_baa3f9fa,151,1078,1081,514,567,171,140,511,597,511,597
worker_baa3f9fa,151,1079,887,485,402,158,150,94,340,94,340
worker_baa3f9fa,151,1080,114,58,56,11,17,402,223,402,594
worker_baa3f9fa,184,1106,315,315,0,162,0,69,-1,122,-1
worker_baa3f9fa,184,1107,326,326,0,213,0,169,-1,169,-1
worker_baa3f9fa,184,1108,453,453,0,173,0,167,-1,1089,-1
worker_baa3f9fa,184,1110,540,540,0,285,0,208,-1,274,-1
worker_baa3f9fa,184,1111,629,629,0,252,0,160,-1,160,-1
worker_baa3f9fa,184,1113,134,134,0,57,0,952,-1,952,-1
worker_baa3f9fa,144,582,566,566,0,237,0,1025,-1,1206,-1
worker_baa3f9fa,144,583,522,522,0,150,0,798,-1,892,-1
worker_baa3f9fa,144,585,521,521,0,220,0,513,-1,513,-1
worker_baa3f9fa,144,586,400,400,0,192,0,580,-1,723,-1
worker_baa3f9fa,144,587,420,420,0,152,0,800,-1,858,-1
worker_baa3f9fa,113,681,2434,1202,1232,295,347,1221,1074,1703,2089
worker_baa3f9fa,113,683,1759,888,871,306,219,1079,1937,2493,1937
worker_baa3f9fa,113,685,1347,674,673,250,210,2038,2319,2612,2336
worker_baa3f9fa,143,845,1461,747,714,175,196,2430,2293,2430,2401
worker_baa3f9fa,143,846,1504,724,780,148,160,1819,2389,2294,2496
worker_baa3f9fa,143,847,1005,530,475,155,125,1765,2138,2361,2643
worker_baa3f9fa,176,1023,483,483,0,356,0,301,-1,619,-1
worker_baa3f9fa,176,1025,413,413,0,230,0,431,-1,757,-1
worker_baa3f9fa,176,1027,380,380,0,175,0,555,-1,569,-1
worker_baa3f9fa,176,1028,658,658,0,373,0,424,-1,570,-1
worker_baa3f9fa,176,1029,167,167,0,72,0,564,-1,564,-1
worker_baa3f9fa,133,618,1886,960,926,325,325,1143,1444,1939,2548
worker_baa3f9fa,133,619,1742,852,890,292,284,957,885,1715,2497
worker_baa3f9fa,133,620,2005,1005,1000,419,244,885,754,2141,2646
worker_baa3f9fa,133,621,558,273,285,57,114,487,322,2288,2599
worker_baa3f9fa,104,769,911,911,0,688,0,2025,-1,2030,-1
worker_baa3f9fa,104,770,1019,1019,0,477,0,2448,-1,2448,-1
worker_baa3f9fa,104,771,871,871,0,477,0,1751,-1,2424,-1
worker_baa3f9fa,104,772,590,590,0,405,0,1758,-1,2334,-1
worker_baa3f9fa,132,736,444,444,0,209,0,743,-1,2091,-1
worker_baa3f9fa,132,740,283,283,0,93,0,251,-1,2365,-1
worker_baa3f9fa,132,737,2665,2665,0,899,0,1945,-1,2139,-1
worker_baa3f9fa,107,801,2220,1062,1158,304,372,1057,855,2526,1871
worker_baa3f9fa,107,803,1251,870,381,413,66,2357,404,2357,2639
worker_baa3f9fa,107,806,816,328,488,162,202,677,1036,2259,2036
worker_baa3f9fa,107,805,2216,944,1272,318,431,1867,1795,1954,2102
worker_baa3f9fa,119,798,2393,1193,1200,386,419,753,1100,2609,2508
worker_baa3f9fa,119,799,1951,997,954,316,344,1016,939,2652,2631
worker_baa3f9fa,119,800,1254,611,643,135,251,1164,938,2671,2579
worker_baa3f9fa,109,819,2023,978,1045,254,287,1015,1335,2490,2079
worker_baa3f9fa,109,820,2117,1051,1066,356,141,2493,2278,2630,2310
worker_baa3f9fa,109,821,674,354,320,170,36,1714,1043,2608,2323
worker_baa3f9fa,200,1265,219,219,0,171,0,590,-1,590,-1
worker_baa3f9fa,200,1266,327,327,0,147,0,74,-1,74,-1
worker_baa3f9fa,200,1267,428,428,0,123,0,128,-1,128,-1
worker_baa3f9fa,200,1268,518,518,0,230,0,213,-1,336,-1
worker_baa3f9fa,200,1269,428,428,0,212,0,205,-1,369,-1
worker_baa3f9fa,200,1270,470,470,0,164,0,252,-1,252,-1
worker_baa3f9fa,134,812,1006,1006,0,775,0,1974,-1,2238,-1
worker_baa3f9fa,134,813,896,896,0,458,0,2263,-1,2263,-1
worker_baa3f9fa,134,814,592,592,0,293,0,2271,-1,2271,-1
worker_baa3f9fa,152,1230,160,160,0,51,0,178,-1,178,-1
worker_baa3f9fa,152,1231,377,377,0,144,0,205,-1,205,-1
worker_baa3f9fa,152,1232,562,562,0,133,0,199,-1,199,-1
worker_baa3f9fa,152,1233,294,294,0,92,0,203,-1,203,-1
worker_baa3f9fa,152,1234,230,230,0,75,0,99,-1,99,-1
worker_baa3f9fa,152,1235,416,416,0,211,0,334,-1,334,-1
worker_baa3f9fa,112,720,464,464,0,262,0,157,-1,157,-1
worker_baa3f9fa,112,721,432,432,0,218,0,190,-1,190,-1
worker_baa3f9fa,112,722,360,360,0,175,0,112,-1,351,-1
worker_baa3f9fa,112,723,418,418,0,199,0,187,-1,187,-1
worker_baa3f9fa,112,724,540,540,0,352,0,239,-1,239,-1
worker_baa3f9fa,177,1138,674,275,399,38,81,126,127,126,127
worker_baa3f9fa,177,1140,870,448,422,99,54,154,38,154,38
worker_baa3f9fa,177,1141,822,394,428,30,199,93,1136,93,2261
worker_baa3f9fa,177,1142,716,376,340,163,88,180,28,180,28
worker_baa3f9fa,121,707,1480,737,743,305,290,523,1404,968,1600
worker_baa3f9fa,121,708,1692,841,851,188,336,682,1595,1269,1631
worker_baa3f9fa,121,711,1219,613,606,207,268,1802,2271,1802,2320
worker_baa3f9fa,194,1239,365,365,0,154,0,658,-1,658,-1
worker_baa3f9fa,194,1240,995,995,0,355,0,597,-1,597,-1
worker_baa3f9fa,194,1241,540,540,0,192,0,559,-1,695,-1
worker_baa3f9fa,194,1242,280,280,0,232,0,835,-1,835,-1
worker_baa3f9fa,168,1121,548,548,0,128,0,149,-1,29,-1
worker_baa3f9fa,168,1122,68,68,0,20,0,213,-1,380,-1
worker_baa3f9fa,168,1123,360,360,0,112,0,121,-1,121,-1
worker_baa3f9fa,168,1124,105,105,0,12,0,16,-1,16,-1
worker_baa3f9fa,116,831,326,326,0,191,0,275,-1,405,-1
worker_baa3f9fa,116,832,392,392,0,188,0,292,-1,334,-1
worker_baa3f9fa,116,833,373,373,0,193,0,199,-1,199,-1
worker_baa3f9fa,116,834,479,479,0,284,0,370,-1,370,-1
worker_baa3f9fa,116,835,737,737,0,509,0,1487,-1,1524,-1
worker_baa3f9fa,116,836,231,231,0,192,0,967,-1,1956,-1
worker_baa3f9fa,158,947,236,236,0,112,0,268,-1,268,-1
worker_baa3f9fa,158,948,322,322,0,93,0,221,-1,221,-1
worker_baa3f9fa,158,949,659,659,0,120,0,419,-1,419,-1
worker_baa3f9fa,158,950,404,404,0,220,0,537,-1,537,-1
worker_baa3f9fa,158,951,218,218,0,96,0,419,-1,425,-1
worker_baa3f9fa,158,952,371,371,0,182,0,359,-1,359,-1
worker_baa3f9fa,202,1251,221,221,0,88,0,206,-1,206,-1
